file_name,file_path,title,author,key,reason
bringing in the sheaves i1531,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\bringing in the sheaves i1531,Bringing in the sheaves,"Knowles Shaw, George Austin Minor",,missing_chords
broken chains i88019,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\broken chains i88019,Broken Chains,,A,missing_author
broken together i54464,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\broken together i54464,Broken Together,,,"missing_author,missing_chords"
brother sun sister moon i87616,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\brother sun sister moon i87616,"Brother Sun, Sister Moon",Donovan Philips Leitch,,missing_chords
bsig who you say i am i105751,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\bsig who you say i am i105751,Bsig: Who you Say I Am,,G,missing_author
built on the rock i11076,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\built on the rock i11076,Built on the Rock,"Lindeman, Ludvig Mathias (1812-1887), Grundtvig, Nikolai Frederik Severin (1783-1872)",F,missing_chords
by his word i64483,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\by his word i64483,By His word,,,"missing_author,missing_chords"
call on his name i42042,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\call on his name i42042,Call on His Name,Elliott Powell,,missing_chords
came to my rescue i101706,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\came to my rescue i101706,Came to my rescue,,,"missing_author,missing_chords"
cant you see i104655,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\cant you see i104655,Can't you see,,,"missing_author,missing_chords"
cant you see why im happy i64076,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\cant you see why im happy i64076,Can't you see why I'm happy,,A,"missing_author,missing_chords"
carry me to the cross i53557,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\carry me to the cross i53557,Carry Me to the Cross,,,"missing_author,missing_chords"
cast your burdens i64128,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\cast your burdens i64128,Cast your burdens,,C,"missing_author,missing_chords"
celebrate jesus celebrate i1670,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\celebrate jesus celebrate i1670,"Celebrate Jesus, Celebrate!",Gary Oliver,,missing_chords
center of my joy i64298,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\center of my joy i64298,Center of my joy,,,"missing_author,missing_chords"
centre of my life i108585,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\centre of my life i108585,Centre Of My Life,,Bb,missing_author
chainbreaker i64618,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\chainbreaker i64618,Chainbreaker,,C,missing_author
champion of love i98588,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\champion of love i98588,Champion of Love,Heritage Singers,,missing_chords
chance i96677,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\chance i96677,Chance,DC Talk,Bm,missing_chords
changing world i53118,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\changing world i53118,Changing World,,,"missing_author,missing_chords"
chasing you i46920,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\chasing you i46920,Chasing You,Bethel Music,,missing_chords
choose life i42045,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\choose life i42045,Choose Life,Steve Wiggens,Ebm,missing_chords
christ in me i3283,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ in me i3283,Christ in Me,,C,missing_author
christ is enough i90727,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ is enough i90727,Christ Is Enough,Hillsong,Bm,missing_chords
christ is my firm foundation i107934,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ is my firm foundation i107934,Christ is my firm foundation,,,"missing_author,missing_chords"
christ is risen he is risen indeed i108660,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ is risen he is risen indeed i108660,"Christ Is Risen, He Is Risen Indeed",,,"missing_author,missing_chords"
christ my king on high i11080,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ my king on high i11080,Christ My King On High,"Wingard, Jay C.",Bb,missing_chords
christ with me i110024,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ with me i110024,Christ with me,Saint Patrick of Ireland,,missing_chords
christmas day i105241,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christmas day i105241,Christmas Day,,,"missing_author,missing_chords"
church on fire i109002,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\church on fire i109002,Church on fire,,G,missing_author
city on our knees i53295,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\city on our knees i53295,City On Our Knees,,,"missing_author,missing_chords"
clap your hands all ye people i93147,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\clap your hands all ye people i93147,Clap your hands all ye people,Charlie LeBlanc,,missing_chords
clap your hands i91869,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\clap your hands i91869,Clap Your Hands,Joel Chernoff,Em,missing_chords
colored people i96678,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\colored people i96678,Colored People,DC Talk,Bm,missing_chords
come abide with thy grace in our hearts i11046,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come abide with thy grace in our hearts i11046,"Come, Abide with Thy Grace, in Our Hearts","Vulpius, Melchior (1560-1615), Stegmann, Joshua (1588-1632)",Eb,missing_chords
come alive dry bones i109975,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come alive dry bones i109975,Come Alive (Dry Bones),,Am,"missing_author,missing_chords"
come alive dry bones i64581,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come alive dry bones i64581,Come Alive (Dry Bones),,C,missing_author
come and christ the lord be praising i11087,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come and christ the lord be praising i11087,Come and Christ the Lord Be Praising,"German, Gerhardt, Paul (1607-1676)",F,missing_chords
come and dine i64376,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come and dine i64376,Come and dine,,,"missing_author,missing_chords"
come and go with me i64355,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come and go with me i64355,Come And Go With Me,,,"missing_author,missing_chords"
come and let us christ revere now i11087,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come and let us christ revere now i11087,Come and Let Us Christ Revere Now,"German, Gerhardt, Paul (1607-1676)",F,missing_chords
come and see come and see i1600,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come and see come and see i1600,"Come and see, come and see",Graham Kendrick,Dm,missing_chords
come behold the wondrous mystery i90064,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come behold the wondrous mystery i90064,Come Behold the Wondrous Mystery,Matt Papa,,missing_chords
come bless the lord i106756,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come bless the lord i106756,Come bless the Lord,,C,missing_author
come down o love divine i11083,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come down o love divine i11083,"Come Down, O Love Divine","Williams, Ralph Vaughan (1872-1958), Bianco of Siena (?-1434)",D,missing_chords
come holy spirit come i49769,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come holy spirit come i49769,"Come, Holy Spirit, come",Marco Barrientos,,missing_chords
come holy spirit i49039,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come holy spirit i49039,Come Holy Spirit,Martin Smith,Bm,missing_chords
come holy spirit i4975,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come holy spirit i4975,Come Holy Spirit,,E,missing_author
come home running i90697,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come home running i90697,Come Home Running,Chris Tomlin,,missing_chords
come into his presence i92350,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come into his presence i92350,Come into his presence,,A,missing_author
come into my heart i2734,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come into my heart i2734,Come Into my Heart,Harry Clarke,,missing_chords
come jesus come i109427,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come jesus come i109427,Come Jesus Come,,G,missing_author
come let us go up to zion i97312,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come let us go up to zion i97312,Come Let Us Go Up to Zion,"Gerrit Gustafson, Paul Wilbur",,missing_chords
come let us worship i125,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come let us worship i125,Come Let Us Worship,,,"missing_author,missing_chords"
come to me i46913,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come to me i46913,Come To Me,Bethel Music,,missing_chords
come to the water i55300,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come to the water i55300,Come to the Water,,,"missing_author,missing_chords"
come to the waters and drink i1671,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come to the waters and drink i1671,Come to the waters and drink,,E,missing_author
come unite in praise and singing i11087,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come unite in praise and singing i11087,Come Unite in Praise and Singing,"German, Gerhardt, Paul (1607-1676)",F,missing_chords
come unto me i104522,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come unto me i104522,Come unto me,,,"missing_author,missing_chords"
come ye disconsolate i11086,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come ye disconsolate i11086,"Come, Ye Disconsolate","Webbe, Samuel (1740-1816), Moore, Thomas (1779-1852), Hastings, Thomas (1784-1872)",C,missing_chords
come your heart and voices raising i11087,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come your heart and voices raising i11087,"Come, Your Heart and Voices Raising","German, Gerhardt, Paul (1607-1676)",F,missing_chords
comforter i108999,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\comforter i108999,Comforter,,Bbm,"missing_author,missing_chords"
confident feat bobby strand i48650,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\confident feat bobby strand i48650,Confident (feat. Bobby Strand),Steffany Gretzinger,,missing_chords
conquering lion i3647,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\conquering lion i3647,Conquering Lion,Grace Falkner,,missing_chords
consume me i96679,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\consume me i96679,Consume Me,DC Talk,Bm,missing_chords
core of my addiction i42057,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\core of my addiction i42057,Core of My Addiction,Fireflight,,missing_chords
cornerstone i97335,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\cornerstone i97335,Cornerstone,,Em,"missing_author,missing_chords"
couldve come like a mighty storm i54539,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\couldve come like a mighty storm i54539,Could've come like a mighty storm,,,"missing_author,missing_chords"
count your blessings i108568,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\count your blessings i108568,Count your Blessings,,D,missing_author
cover the earth i108616,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\cover the earth i108616,Cover The Earth,,C,missing_author
create in me a clean heart oh god mit accorde i63964,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\create in me a clean heart oh god mit accorde i63964,"Create in me a clean heart, oh God (mit Accorde)",,G,missing_author
created from dust i54917,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\created from dust i54917,Created from Dust,Lauren K. Evans / William Irvin Matthews / Richard Oscar Seibold,,missing_chords
creation is awaiting i109107,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\creation is awaiting i109107,Creation is Awaiting,Chris Bowater,,missing_chords
cry out my heart i3830,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\cry out my heart i3830,"Cry Out, My Heart",Turgay Üçal,,missing_chords
daddy sang bass i90772,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\daddy sang bass i90772,Daddy sang bass,"Carl Perkins, Johnny Cash",,missing_chords
dance now i53297,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\dance now i53297,Dance Now,,,"missing_author,missing_chords"
dancing on the grave i106116,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\dancing on the grave i106116,Dancing on the grave,,Em,"missing_author,missing_chords"
daughters of zion i104559,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\daughters of zion i104559,Daughters of Zion,,,"missing_author,missing_chords"
