title,artist,song_key,display_key,intro,pre_chorus,chorus,bridge,outro,full_progression
Saving The World,Clay Crosse,C,C,1 4 1 4 1 4 1 b7 b6 b7 1 b7 b6 b7,,1 4 1 4 1 b7 b6 7 4 1,1 b3 4 1 b3 1 1 b3 4 5,,1 4 1 4 1 4 1 b7 b6 b7 1 b7 b6 b7 1 4 1 4 1 b7 b6 7 4 1 1 b3 4 1 b3 1 1 b3 4 5
I Can Pray,Clark Family,C,C,1 6m 4 5 1,,1 6m 4 5 1 6m 4 1 5 1,,,1 6m 4 5 1 1 6m 4 5 1 6m 4 1 5 1
Amazed,Clarissa Palar,C,C,,,4 6m 4 1 4 5 4 6m 4 1 4 5 6m 4 5 1,,,4 6m 4 1 4 5 4 6m 4 1 4 5 6m 4 5 1
Jerusalem,CityAlight,G,G,1 4 1 5,,,,,1 4 1 5
be with you,City Harvest Church,G,G,,,1 3m 6m 5m 1 4 5 3m 6m 2m 5 1 3m 6m 5m 1 4 5 3m 6 2m 5 1 5,,,1 3m 6m 5m 1 4 5 3m 6m 2m 5 1 3m 6m 5m 1 4 5 3m 6 2m 5 1 5
Born Is The King,City Harvest Church,E,E,,,1 4 5 4 1 4 5 4 1 4 5 4 1 4 5 4,,,1 4 5 4 1 4 5 4 1 4 5 4 1 4 5 4
Draw Me Close,City Harvest Church,A,A,1 4 5,,1 5 4 5 1 5 4 5 5 4 1 5 4 5 2m 5 1 5 5,,,1 4 5 1 5 4 5 1 5 4 5 5 4 1 5 4 5 2m 5 1 5 5
Heart of A Servant,City Harvest Church,E,E,4 2m 1 4 1 2m 5 1 5 4 4m 6m 5 4 5 1 5 4 4m 5 4 5 1 1m 6m 1 4 1 2m 1 5 1 3m 6m 5m 1 1 4 1 2m 1 5 4,,,,,4 2m 1 4 1 2m 5 1 5 4 4m 6m 5 4 5 1 5 4 4m 5 4 5 1 1m 6m 1 4 1 2m 1 5 1 3m 6m 5m 1 1 4 1 2m 1 5 4
My God Reigns,City Harvest Church,C,C,1 2 1 2,,,,,1 2 1 2
My God Reigns,City Harvest Church,C,C,1 5 2 3m,,2 6m 5 2 3m 1 5 2 1 2 5 2 6m 5 2 3m 1 5 2 1 2 5 5 2 3m 1 5 2 1 2 5,5 2 3m 1 5 2 1 5 2 3m 1 5 2 1,,1 5 2 3m 2 6m 5 2 3m 1 5 2 1 2 5 2 6m 5 2 3m 1 5 2 1 2 5 5 2 3m 1 5 2 1 2 5 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1
Shut Unto Lord,City Harvest Church,D,D,1 2 1 2,,1 2 1 2 1 2 1 2,,,1 2 1 2 1 2 1 2 1 2 1 2
Sing To The Lord,City Harvest Church,Em,G,,4 1 6m 5 4 6m 5,4 1 6m 5 4 6m 5 1 4 6m 5 6m 4 6m 5 2m 4 6m 5 2m 4 6m 5,b2 1 1 4 6m 5 1 4,,4 1 6m 5 4 6m 5 4 1 6m 5 4 6m 5 1 4 6m 5 6m 4 6m 5 2m 4 6m 5 2m 4 6m 5 b2 1 1 4 6m 5 1 4
Thank You For The Cross,City Harvest Church,F,F,,,1 4 5 1 6m 2m 5 6m 4 5 1,,,1 4 5 1 6m 2m 5 6m 4 5 1
A City On A Hill,City Harmonic,C,C,,,1 5 6m 1 4 1 4 5 1 5 6m 1 4 1 4 5 1 5 6m 5 1 5 6m 5 1,,,1 5 6m 1 4 1 4 5 1 5 6m 1 4 1 4 5 1 5 6m 5 1 5 6m 5 1
Home,City Aligjt,G,G,,,1 4 1 6m 5 1 1 4 1 6m 5 1 6m 4 1 6m 4 1 1 4 1 6m 5 1 1 4 1 6m 5 1 6m 4 1 6m 4 1 1 4 1 6m 5 1 1 4 1 6m 5 1 6m 4 1 6m 4 1,6m 5 4 1 4 1 5 1 1 6m 2 4 4 2 1 5,,1 4 1 6m 5 1 1 4 1 6m 5 1 6m 4 1 6m 4 1 1 4 1 6m 5 1 1 4 1 6m 5 1 6m 4 1 6m 4 1 1 4 1 6m 5 1 1 4 1 6m 5 1 6m 4 1 6m 4 1 6m 5 4 1 4 1 5 1 1 6m 2 4 4 2 1 5
Ancient of Days,City Alight,C,C,,,4 6m 4 5 1 4 6m 5 4 6m 4 5 1 4 5 1 1 4 6m 4 5 1 4 6m 5 4 6m 4 5 1 4 5 1 1 4 6m 4 5 1 4 6m 5 4 6m 4 5 1 4 5 1 1,,,4 6m 4 5 1 4 6m 5 4 6m 4 5 1 4 5 1 1 4 6m 4 5 1 4 6m 5 4 6m 4 5 1 4 5 1 1 4 6m 4 5 1 4 6m 5 4 6m 4 5 1 4 5 1 1
God is for us,City Alight,Eb,Eb,,,1 4 1 4 1 6m 5 1 4 1 4 1 5,,,1 4 1 4 1 6m 5 1 4 1 4 1 5
Only a Holy God,City Alight,E,E,,,6m 4 1 5 6m 4 1 5 6m 4 5 1,,,6m 4 1 5 6m 4 1 5 6m 4 5 1
Amazing Grace,Citizens & Saints,G,G,,,,6m 3m 6m 3m 4 6m 3m 4 5 6m 4,,6m 3m 6m 3m 4 6m 3m 4 5 6m 4
Be Thou My Vision,Citizens & Saints,G,G,1 5 4,,,,,1 5 4
Be Thou My Vision,Citizens & Saints,G,G,1 5 4,,5 6m 4 5 5 6m 4 5 5 6m 4 5 5 6m 4 5 5 6m 4 5,,,1 5 4 5 6m 4 5 5 6m 4 5 5 6m 4 5 5 6m 4 5 5 6m 4 5
Be Thou My Vision,Citizens & Saints,G,G,1 5 4,,,,,1 5 4
Crown Him,Citizens & Saints,G,G,1,,2m 4 1 5 2m 4 1 5 4 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5,,,1 2m 4 1 5 2m 4 1 5 4 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5
Day By Day,Citizens & Saints,A,A,1,5 4 1 5 4,5 4 1 5 4 1 5 4 5 4 1 5 4 1 5 4 5 4 1 5 4 1 5 4,5 4 5 4,,1 5 4 1 5 4 5 4 1 5 4 1 5 4 5 4 1 5 4 1 5 4 5 4 1 5 4 1 5 4 5 4 5 4
Doubting Doubts,Citizens & Saints,F#m,A,6m 4 1 5,,1 4 1 4 1 4 6m 4 1 5 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4,5 4 5 4,,6m 4 1 5 1 4 1 4 1 4 6m 4 1 5 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 5 4 5 4
Faith,Citizens & Saints,Em,G,6m 4 2m 5,4 2m 5 1 5 4 2m 6m,4 2m 5 1 5 4 2m 6m 4 2m 5 6m 4 2m 5 4 2m 5 1 5 4 2m 6m 4 2m 5 6m 4 2m 5 6 4 2m 5 6 4 2m 5 6 4 2m 5 6 4 2m 5 6 4 2m 5 6 4 2m 5 6,,,6m 4 2m 5 4 2m 5 1 5 4 2m 6m 4 2m 5 1 5 4 2m 6m 4 2m 5 6m 4 2m 5 4 2m 5 1 5 4 2m 6m 4 2m 5 6m 4 2m 5 6 4 2m 5 6 4 2m 5 6 4 2m 5 6 4 2m 5 6 4 2m 5 6 4 2m 5 6
Father You Are All We Need,Citizens & Saints,G,G,1 2m 6m 4 6m 5,,1 2m 6m 5 6m 4 1 2m 6m 5 6m 4 1 1 2m 6m 5 6m 4 1 2m 6m 5 6m 4 1 1 2m 6m 5 6m 4 1 2m 6m 5 6m 4 1 2m 6m 5 2m 6m 5,1 2m 6m 4 6m 5 1 2m 6m 4 6m 5 1 2m 6m 4 6m 5 1 2m 6m 4 6m 5,,1 2m 6m 4 6m 5 1 2m 6m 5 6m 4 1 2m 6m 5 6m 4 1 1 2m 6m 5 6m 4 1 2m 6m 5 6m 4 1 1 2m 6m 5 6m 4 1 2m 6m 5 6m 4 1 2m 6m 5 2m 6m 5 1 2m 6m 4 6m 5 1 2m 6m 4 6m 5 1 2m 6m 4 6m 5 1 2m 6m 4 6m 5
Greatly To Be Praised,Citizens & Saints,G,G,1 5 4 1 5 4,,6m 1 4 1 5 6m 1 4 6m 1 4 1 5 6m 1 4 6m 1 4 1 5 6m 1 4 6m 1 4 1 5 6m 1 4,2m 1 5 2m 1 5 2m 1 5 2m 1 5 2m 1 5 4 4,,1 5 4 1 5 4 6m 1 4 1 5 6m 1 4 6m 1 4 1 5 6m 1 4 6m 1 4 1 5 6m 1 4 6m 1 4 1 5 6m 1 4 2m 1 5 2m 1 5 2m 1 5 2m 1 5 2m 1 5 4 4
How Majestic,Citizens & Saints,A,A,1 6m 3m,,4 5 1 5 4 5 4 5 4 5 1 5 4 1 4 5 1 5 4 5 4 5 4 5 1 5 4 1 4 5 1 5 4 5 4 5 4 5 1 5 4 1,4 5 3m 4 4 5 3m 4 4 5 3m 4 4 5 3m 4 1 4 1 4 1 4 1,,1 6m 3m 4 5 1 5 4 5 4 5 4 5 1 5 4 1 4 5 1 5 4 5 4 5 4 5 1 5 4 1 4 5 1 5 4 5 4 5 4 5 1 5 4 1 4 5 3m 4 4 5 3m 4 4 5 3m 4 4 5 3m 4 1 4 1 4 1 4 1
I Surrender All,Citizens & Saints,D,D,1 3m 6m,,5 6m 4 1 5 6m 4 1,,,1 3m 6m 5 6m 4 1 5 6m 4 1
In Tenderness,Citizens & Saints,A,A,1 3m 5 2,,1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1,,,1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1
Joy To The World,Citizens & Saints,C,C,,,,1 1 1 4 5 4 5 4 5 1 1 5 6m 5,,1 1 1 4 5 4 5 4 5 1 1 5 6m 5
Kids,Citizens & Saints,E,E,1 3m 5 2 1 3m 5 2,,1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1,1 5 1 5 2,,1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 1 5 1 5 2
Made Alive,Citizens & Saints,C,C,1 3m 2 5,,1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 1 1 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5,1 3m 2 1 3m 2,,1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 1 1 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 1 3m 2
Madness,Citizens & Saints,F,F,1 5 2,1 2 3m 1 2 5,1 2 3m 1 2 5 1 2 3m 5 1 2 3m 5 1 2 3m 5 1 2 1 5 2 1 5 2,2 3m 1 2 3m 1 2 3m 1 2 3m 1,,1 5 2 1 2 3m 1 2 5 1 2 3m 1 2 5 1 2 3m 5 1 2 3m 5 1 2 3m 5 1 2 1 5 2 1 5 2 2 3m 1 2 3m 1 2 3m 1 2 3m 1
Nothing But The Blood,Citizens & Saints,C,C,1 2 1 1 2 5 3m,,1 2 5 3m 2 1 2 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 1 5 3m 2 1 5 3m 2 1 5 3m 1 1 2 5 3m 2 1 2 5 3m 2,,,1 2 1 1 2 5 3m 1 2 5 3m 2 1 2 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 1 5 3m 2 1 5 3m 2 1 5 3m 1 1 2 5 3m 2 1 2 5 3m 2
Nothing But The Blood,Citizens & Saints,C,C,,,1 b6 6m 4 1 1 b6 6m 4 1,,,1 b6 6m 4 1 1 b6 6m 4 1
Oh God,Citizens & Saints,Am,C,6m 5 1 5 6m 5 1 4,,1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 6m 4 1 3m 6m 4 1 3m,3m 4 6m 5 3m 4 6m 5 3m 4 6m 5 3m 4 6m 5,,6m 5 1 5 6m 5 1 4 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 6m 4 1 3m 6m 4 1 3m 3m 4 6m 5 3m 4 6m 5 3m 4 6m 5 3m 4 6m 5
Psalm 18,Citizens & Saints,G,G,1,6m 4 1 2 6m 4 1 2,6m 4 1 2 6m 4 1 2 4 5 1 6m 1 4 5 1 2 6m 1 4 5 6m 1 4 5 1 2 6m 4 1 2 6m 4 1 2 4 5 1 6m 1 4 5 1 2 6m 1 4 5 6m 1 4 5 6m 1 4 2 6m 1 4 2 4 5 1 6m 1 4 5 1 2 6m 1 4 5 6m 1 4 5 6m 1 4 5,6m 1 4 2 6m 1 4 6m 1 4 6m 1 4 5 4 1,,1 6m 4 1 2 6m 4 1 2 6m 4 1 2 6m 4 1 2 4 5 1 6m 1 4 5 1 2 6m 1 4 5 6m 1 4 5 1 2 6m 4 1 2 6m 4 1 2 4 5 1 6m 1 4 5 1 2 6m 1 4 5 6m 1 4 5 6m 1 4 2 6m 1 4 2 4 5 1 6m 1 4 5 1 2 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 2 6m 1 4 6m 1 4 6m 1 4 5 4 1
Relent,Citizens & Saints,F#m,A,6m 5 7m 1,,1 3m 7m 1 3m 5 2 3m 7m 1 3m 5 2 1 3m 7m 1 3m 5 2 3m 7m 1 3m 5 2 2 7m 1 3m 5 2 3m 7m 1 3m 5 2,3m 5 7m 3m 3m 5 7m 3m 3m 5 7m 3m 3m 5 7m 3m 3m 5 7m 3m 3m 5 3m 2 3m 5 3m 2 3m 5 3m 2 3m 5 3m 5 2,,6m 5 7m 1 1 3m 7m 1 3m 5 2 3m 7m 1 3m 5 2 1 3m 7m 1 3m 5 2 3m 7m 1 3m 5 2 2 7m 1 3m 5 2 3m 7m 1 3m 5 2 3m 5 7m 3m 3m 5 7m 3m 3m 5 7m 3m 3m 5 7m 3m 3m 5 7m 3m 3m 5 3m 2 3m 5 3m 2 3m 5 3m 2 3m 5 3m 5 2
Sweetness Of Freedom,Citizens & Saints,C,C,1 1 3m 5 1 1 3m 5 1 1 3m 5,,1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5,,,1 1 3m 5 1 1 3m 5 1 1 3m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5
The Strife Is Over,Citizens & Saints,A,A,1 4 1 5,,,4 1 5 4 4 1 5 4,,1 4 1 5 4 1 5 4 4 1 5 4
You Brought Me Back To Life,Citizens & Saints,C,C,,1 3m 2 1 3m 2 1 3m 2 1 3m 2,1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2,3m 5 1 5 2 3m 5 1 5 2,,1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 3m 2 3m 5 1 5 2 3m 5 1 5 2
You Have Searched Me,Citizens & Saints,G,G,,2m 1 5 2m 1 5,2m 1 5 2m 1 5 4 1 4 6m 1 5 4 2m 1 5 2m 1 5 4 1 4 6m 1 5 4 4 1 4 6m 1 5 4 4 1 4 6m 1 5 4 4 1 4 6m 1 5 4,2m 1 5 2m 1 5 2m 1 5 4 1 4,,2m 1 5 2m 1 5 2m 1 5 2m 1 5 4 1 4 6m 1 5 4 2m 1 5 2m 1 5 4 1 4 6m 1 5 4 4 1 4 6m 1 5 4 4 1 4 6m 1 5 4 4 1 4 6m 1 5 4 2m 1 5 2m 1 5 2m 1 5 4 1 4
Made Alive,Citizens,C,C,,,1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5,1 3m 2 1 3m 2,,1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 1 3m 2
All Things,Citizen Way,G,G,,,1 3m 2 5 1 6 6 6 5 3m 2 6 6 6 5 1 3m 2 5 6 6 6 6 1 6m 5 6 6 6 b7 1 3m 2 5 1 6 6 6 5 3m 2 6 6 6 5 1 3m 2 5 6 6 6 6 1 6m 5 6 6 6 b7 1 3m 2 5 1 6 6 6 5 3m 2 6 6 6 5 1 3m 2 5 6 6 6 6 1 6m 5 6 6 6 b7,2 6m 2 6m 4 2m 4 2 1 3m 2 5 1 3m 2,,1 3m 2 5 1 6 6 6 5 3m 2 6 6 6 5 1 3m 2 5 6 6 6 6 1 6m 5 6 6 6 b7 1 3m 2 5 1 6 6 6 5 3m 2 6 6 6 5 1 3m 2 5 6 6 6 6 1 6m 5 6 6 6 b7 1 3m 2 5 1 6 6 6 5 3m 2 6 6 6 5 1 3m 2 5 6 6 6 6 1 6m 5 6 6 6 b7 2 6m 2 6m 4 2m 4 2 1 3m 2 5 1 3m 2
Bigger,Citizen Way,D,D,1,1 4 1 5 4 1,1 4 1 5 4 1 1 4 1 6m 5 4 1 5 4 6m 5 3m 6m 4 1 3m 6m 1 1 4 1 5 4 1 1 4 1 6m 5 4 1 5 4 6m 5 3m 6m 4 1 3m 6m 1 1 4 1 4 1 1 4 1 6m 5 4 1 5 4 6m 5 3m 6m 4 1 3m 6m 1 4 1 3m,2m 4 1 2m 4 1 2m 4 6m 5,,1 1 4 1 5 4 1 1 4 1 5 4 1 1 4 1 6m 5 4 1 5 4 6m 5 3m 6m 4 1 3m 6m 1 1 4 1 5 4 1 1 4 1 6m 5 4 1 5 4 6m 5 3m 6m 4 1 3m 6m 1 1 4 1 4 1 1 4 1 6m 5 4 1 5 4 6m 5 3m 6m 4 1 3m 6m 1 4 1 3m 2m 4 1 2m 4 1 2m 4 6m 5
Bulletproof,Citizen Way,D,D,1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5,,1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5,1 3m 6m 5 3m 1 3m 6m 5 3m,,1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 1 3m 6m 5 3m 1 3m 6m 5 3m
Evidence,Citizen Way,Bm,D,6m 1 4 1,,6m 1 4 1 1 2 6m 1 4 1 4 6m 1 4 1 2 1 6m 1 4 1 2 6m 1 4 1 2 2 2 5 5 6m 1 4 1 1 2 6m 1 4 1 4 6m 1 4 1 2 1 6m 1 4 1 2 6m 1 4 1 2 2 2 5 5 6m 1 4 1 1 2 6m 1 4 1 4 6m 1 4 1 2 1 6m 1 4 1 2 6m 1 4 1 2 2 2 5 5,4 6m 4 2 6m 1 4 1 6m 1,,6m 1 4 1 6m 1 4 1 1 2 6m 1 4 1 4 6m 1 4 1 2 1 6m 1 4 1 2 6m 1 4 1 2 2 2 5 5 6m 1 4 1 1 2 6m 1 4 1 4 6m 1 4 1 2 1 6m 1 4 1 2 6m 1 4 1 2 2 2 5 5 6m 1 4 1 1 2 6m 1 4 1 4 6m 1 4 1 2 1 6m 1 4 1 2 6m 1 4 1 2 2 2 5 5 4 6m 4 2 6m 1 4 1 6m 1
How Sweet The Sound,Citizen Way,A,A,1 6m,,4 1 5 6m 5 4 1 5 4 6m 5 2m 4 5 4 1 5 6m 5 4 1 5 4 1 5 6m 5 4 1 5 4 6m 5 2m 4 5 4 1 5 6m 5 4 1 5 1 4 1 5 1 6m 5 4 1 5 1,2m 6m 1 5 4 1 5 2m 6m 1 5 4 1 5,,1 6m 4 1 5 6m 5 4 1 5 4 6m 5 2m 4 5 4 1 5 6m 5 4 1 5 4 1 5 6m 5 4 1 5 4 6m 5 2m 4 5 4 1 5 6m 5 4 1 5 1 4 1 5 1 6m 5 4 1 5 1 2m 6m 1 5 4 1 5 2m 6m 1 5 4 1 5
I Will,Citizen Way,G,G,1 4 1 4 1,,4 1 4 1 5 4 4 1 5 1 4 1 5 4 1 5 1 4 1 2m 4 1 5 2m 5 4 1 5 1 4 1 5 4 1 5 1 4 1 4 1 5 1 4 1 5 6m 4 1 5 4 1 5 1 4 1 1 4 1 1 4 1 b3 1,5 1 4 6m 5 5 1 4 1 5 1 4 6m 5 5 4,,1 4 1 4 1 4 1 4 1 5 4 4 1 5 1 4 1 5 4 1 5 1 4 1 2m 4 1 5 2m 5 4 1 5 1 4 1 5 4 1 5 1 4 1 4 1 5 1 4 1 5 6m 4 1 5 4 1 5 1 4 1 1 4 1 1 4 1 b3 1 5 1 4 6m 5 5 1 4 1 5 1 4 6m 5 5 4
I Will,Citizen Way,F,F,1 4 1 4 1,,4 1 4 1 5 4 4 1 5 1 4 1 5 4 1 5 1 4 1 2m 4 1 5 2m 5 4 1 5 1 4 1 5 4 1 5 1 4 1 4 1 5 1 4 1 5 6m 4 1 5 4 1 5 1 4 1 1 4 1 1 4 1 1,5 1 4 6m 5 5 1 4 1 5 1 4 6m 5 5 4,,1 4 1 4 1 4 1 4 1 5 4 4 1 5 1 4 1 5 4 1 5 1 4 1 2m 4 1 5 2m 5 4 1 5 1 4 1 5 4 1 5 1 4 1 4 1 5 1 4 1 5 6m 4 1 5 4 1 5 1 4 1 1 4 1 1 4 1 1 5 1 4 6m 5 5 1 4 1 5 1 4 6m 5 5 4
Lights On,Citizen Way,B,B,1 2m 6m 4,,1 2m b3 4 4 6m 4 b3 b3 b3 1 2m 4 4 6m 4 4 4 4 4 1 2m 6m 4 b3 4 1 2m b3 4 4 6m 4 b3 b3 b3 1 2m 4 4 6m 4 4 4 4 4 1 2m 6m 4 b3 4 1 2m b3 4 4 6m 4 b3 b3 b3 1 2m 4 4 6m 4 4 4 4 4 1 2m 6m 4 b3 4,1 4 6m 5 1 4 6m 5m,,1 2m 6m 4 1 2m b3 4 4 6m 4 b3 b3 b3 1 2m 4 4 6m 4 4 4 4 4 1 2m 6m 4 b3 4 1 2m b3 4 4 6m 4 b3 b3 b3 1 2m 4 4 6m 4 4 4 4 4 1 2m 6m 4 b3 4 1 2m b3 4 4 6m 4 b3 b3 b3 1 2m 4 4 6m 4 4 4 4 4 1 2m 6m 4 b3 4 1 4 6m 5 1 4 6m 5m
Love Is A Mess,Citizen Way,D,D,1 5 2 6m 1 5 2,,1 5 2 1 2 1 2 1 6m 1 5 2 1 2 2 1 2 5 5 1 2 5 2 3m 1 2 2 1 5 2 5 5 2 1 5 2 6m 1 5 2 2 b3 2 1 5 2 1 2 1 2 1 6m 1 5 2 1 2 2 1 5 2 1 2 1 2 1 6m 1 5 2 1 2 2 1 2 5 5 1 2 5 2 3m 1 2 2 1 5 2 5 5 2 1 5 2 6m 1 5 2 2 b3 2 b7 1 2 5 5 1 2 5 2 3m 1 2 2 1 5 2 5 5 2 1 5 2 6m 1 5 2 2 b3 2,2 3m 1 1 5 2 6m 1 5 2,,1 5 2 6m 1 5 2 1 5 2 1 2 1 2 1 6m 1 5 2 1 2 2 1 2 5 5 1 2 5 2 3m 1 2 2 1 5 2 5 5 2 1 5 2 6m 1 5 2 2 b3 2 1 5 2 1 2 1 2 1 6m 1 5 2 1 2 2 1 5 2 1 2 1 2 1 6m 1 5 2 1 2 2 1 2 5 5 1 2 5 2 3m 1 2 2 1 5 2 5 5 2 1 5 2 6m 1 5 2 2 b3 2 b7 1 2 5 5 1 2 5 2 3m 1 2 2 1 5 2 5 5 2 1 5 2 6m 1 5 2 2 b3 2 2 3m 1 1 5 2 6m 1 5 2
Nothing Ever Could Separate Us,Citizen Way,D,D,1 6m 5 4 1,,4 6m 5 4 6m 5 4 6m 5 1 6m 4 1,6m 4 1 5 6m 4 1 5,,1 6m 5 4 1 4 6m 5 4 6m 5 4 6m 5 1 6m 4 1 6m 4 1 5 6m 4 1 5
Should Have Been Me,Citizen Way,C,C,1 5 6m 3m 1 5 6m 3m,,1 5 2 3m 1 5 2 1 5 2 3m 1 2 1 5 2 3m 1 5 2 1 5 2 3m 1 2 1 2 3m 6 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 5 2 3m 1 2 3m 2 5 5 1 1 5 6m 3m 1 5 6m 3m,,,1 5 6m 3m 1 5 6m 3m 1 5 2 3m 1 5 2 1 5 2 3m 1 2 1 5 2 3m 1 5 2 1 5 2 3m 1 2 1 2 3m 6 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 5 2 3m 1 2 3m 2 5 5 1 1 5 6m 3m 1 5 6m 3m
Shouldve Been Me,Citizen Way,G,G,1 4 1 4 3 1 5 2 6 1 4 1 4,,4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 1 4 4 5 4 5 6 4 5,,,1 4 1 4 3 1 5 2 6 1 4 1 4 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 1 4 4 5 4 5 6 4 5
Sing Sing Sing,Citizen Way,B,B,1 2m 6m 5,,1 5 4 1 b3 1 5m 4 1 b3 1 5 4 1 b3 1 5 4 1 b3,4 5 4 5 4 5 4 5 1 5m 4 1,,1 2m 6m 5 1 5 4 1 b3 1 5m 4 1 b3 1 5 4 1 b3 1 5 4 1 b3 4 5 4 5 4 5 4 5 1 5m 4 1
When Im With You,Citizen Way,D,D,1 5 6m 4,1 5 6m 4,1 5 6m 4 1 5 6m 4 1 5 6m 4 1,1 5 6m 4 1 1 5 6m 4,,1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 1 5 6m 4 1 1 5 6m 4
All That I Am,Citipointe Live,Am,C,6m 5 1 2m,4 5 4 5,4 5 4 5 1 5 4 6m 5 4 5 4 5 1 5 4 6m 5,6m 5 1 2m 6m 5 1 2m,,6m 5 1 2m 4 5 4 5 4 5 4 5 1 5 4 6m 5 4 5 4 5 1 5 4 6m 5 6m 5 1 2m 6m 5 1 2m
As One Bride,Citipointe Live,Am,C,6m 6m 5,4 5 4 5,4 5 4 5 6m 1 2m 3m 6m 1 2m 3m,6m 1 2m 3m 6m 1 2m 3m,,6m 6m 5 4 5 4 5 4 5 4 5 6m 1 2m 3m 6m 1 2m 3m 6m 1 2m 3m 6m 1 2m 3m
Break The Silence,Citipointe Live,B,B,1 4 6m 4,3m 4 3m 2m,1 1 3m 4 3m 2m 1 4 6m 4,1 2m 3m 4,,1 4 6m 4 3m 4 3m 2m 1 1 3m 4 3m 2m 1 4 6m 4 1 2m 3m 4
Burning Bright,Citipointe Live,Am,C,,,6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5,6m 4 1 5 6m 4 1 5 6m 4 1 5,,6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5
