Song Title,Artist,Song Key,Intro,Pre-Chorus,Chorus,Bridge,Outro
Inside Outside,Delirious,Am,       ,,                                ,            ,
Its Ok,Delirious,D,       ,,                                ,            ,
Jesus Blood,Delirious,Em,Em D/F# G       ,C G/B Am7,C G/B Am7 Em D/F# G Em D/F# Em C G/B Am7 Em D/F# G Em D/F# Em                             ,Bm C#m7 D Bm C#m7 D Bm C#m7 D Bm C#m7 Bm Em            ,
Jesus Friend Forever,Delirious,E,       ,,A E A E Am G C A E B E                                ,            ,
King Or Cripple,Delirious,E,       ,,                                ,            ,
Kingdom Of Comfort,Delirious,F,F)       ,,F)                                ,            ,
Lord You Have My Heart,Delirious,Bm,       ,,D Dsus G D Asus A D Dsus G D Asus A D Dsus G D Asus A A G D Asus D                                ,            ,
Majesty,Delirious,Am,       ,Am G C Am G C D F G7,Am G C Am G C D F G7 C G Am F C G Am F                               ,            ,
Majesty (Here I Am),Delirious,Em,Em D C       ,,G D Em C G D Em C G D Em C G D Em C                                ,            ,
Majesty (Here I Am),Delirious,C,       ,Am G/B C Am G/B C D/Gb F,Am G/B C Am G/B C D/Gb F C G Am7 F C G Am F C G Am7 F C G Am F                               ,            ,
Majesty Here I Am,Delirious,Em,Em D C  Am G F     ,,G D Em C G D Em C G D Em C G D Em C Em D C G D Em C G D Em C G D Em C G D Em C C G Am F                              ,Am G C Am G C D F            ,
Message Of The Cross,Delirious,G,       ,,G D G D G D Em7 D G B G D G/B D G D G/B D                               ,            ,
Metamorphis,Delirious,C,C C/Bb F Bb C C/Bb F Ab       ,, C C/Bb F Bb C C/Bb F Ab        C C/Bb F Ab Am G                       ,F G F G Ab Bb Csus4 C            ,
Mezzanine Floor,Delirious,D,D G  G D A E     ,,C D Em D G C D Em D G C D Em D D B G D A E G D A E                             ,D F C D D C D Em D            ,
Mi Alma Te Canta,Delirious,C,C G Am F C G Am F C G Am F C G Am F C G Am F A Am G Em F Am G Em F C G E Am F C G Am F C G Am F C G Am F C G Am F C G Am F A Am G Em F Am G Em F C G E Am F C G E Am F       ,,                                ,            ,
Miracle Maker,Delirious,E,E E F C E       ,,E E F C E E E F C E                                ,            ,
Mountains High,Delirious,F,       ,,F E/Ab Am G/B C F E/Ab Am G/B C F Am F E/Ab Am G/B C F E/Ab Am G/B C F E/Ab Am G/B C F E/Ab Am G/B C F                               ,            ,
My Glorious,Delirious,Fm,       ,,Ab Ab/G Fm Eb Ab Ab/G Fm Eb Fm Db Bb Fm Db Bb Db Db/C Bb Ab Ab/G Fm Eb Ab Ab/G Fm Eb Db Eb Ab Ab/G Fm Eb Ab Ab/G Fm Eb B G D A E                                ,            ,
My Soul Sing,Delirious,C,       ,,C G Am F C G Am F                                ,F G Am C F G Am F G            ,
My Soul Sings,Delirious,C,       ,,C G Am F C G Am F                                ,F G Am C F G Am F G            ,
Nails In Your Hand,Delirious,G,       ,,                                ,            ,
Now Is The Time,Delirious,C,       ,,                                ,            ,
Obession,Delirious,C#m,       ,,A B E A B C#m A B E A B C#m                               ,            ,
Oh Lead Me,Delirious,D,       ,,D2 A2 D2 A2 D2 A2 Bm Bm/A Em7                                ,            ,
Our God Reigns,Delirious,C,C       ,,F G Am Am C                                ,F Am F G Am F G Am)            ,
Paint The Town Red,Delirious,C,       ,,A Ab G Gbm F C F C G F C C F C G F C                                ,            ,
Pen The Eyes Of My Heart,Delirious,E,       ,,                                ,            ,
Pride In The Name Of Love,Delirious,A,A D       ,,                                ,            ,
Prophet Song,Delirious,E,       ,,                                ,            ,
Rain Down,Delirious,F,       ,,C F C F C C F C F Bb F C G Eb Bb F Bb F C G Eb Bb F C F F C F F C F Am G F Am G Am F Am G F Am G Am F                               ,            ,
Sanctify,Delirious,Am,       ,,F) Csus2 C A# A#sus2 Am G F Csus2 C A# A#sus2 Am G F Am C F Am C F F                               ,            ,
Shout To The North,Delirious,G,G G G C G       ,,G C D G C D G C D C D G                                ,Em C Em C Em C C Dsus D            ,
Show Me Heaven,Delirious,E,E D C#m C D E D E) D E G E) E D A A D E D E) D E G E)       ,,E D A D E D E) D E G E) E D A D E D E) D E G E) E D A D E D E) D E G E) E D A D E D E) D E G E) E D A D E D E) D E G E) E D A A E D A D E D E) D E G E) E D A D E D E) D E G E) E D A D E D E) D E G E) E D A D E D E) D E G E) D E D E) D E G E)                              ,            ,
Singers Song,Delirious,A,A A Asus4 A Bm7 A D2 E Bm7 A D2 E A Bm7 A D2 E Bm7 D2 Bm7 A E A Asus4 A Bm7 A D2 E Bm7 A D2 E Bm7 A D2 E Bm7 D2 Bm7 A E A Asus4 A E D2 A D2 E D2 A D2 E D2 A D2 E D2 A D2 A D2 A D2 A D2 E A       ,,                                ,            ,
Solid Rock,Delirious,Gm,Gm/E D Db/A C Gm/E D Db/A C Gm/E D Db/A C G/Em Am/Gb B/G Db/A Ab/E A D Db/A Ab/E A D Db/A Gm/E D Db/A C Gm/E Am/Gb B/G Db/A Ab/E A D Db/A Ab/E A D Db/A Ab/E A D Db/A Ab/E A D Db/A Ab/E A D Db/A Ab/E A D Db/A       ,,                                ,            ,
Stronger,Delirious,E,       ,,E C#m E C#m F#m Am E                                ,            ,
Tengo A Cristo,Delirious,E,E A E A E A E A E A C#m7 A E B C#m7 A E B A E E A E A E A E A C#m7 A E B C#m7 A E B A E C#m7 A E B C#m7 A E B A E       ,,                                ,            ,
Thank You For Saving Me,Delirious,E,       ,,A2 E Bsus B A2 E Bsus B C#m A E A B A2 E B7sus E                                ,            ,
Tuyo Es Mi Corazón,Delirious,C#m,       ,,                                ,            ,
We Give You Praise,Delirious,Em,Em G C       ,C B Em D Am C,C B Em D Am C G Dm Am C G Dm Am C                               ,D Em C D Em C D Em C Em D Am            ,
We Wanna See Jesus,Delirious,G,G D Em C D       ,,G D Em C D                                ,G D Em C D G D Em C D            ,
What A Friend Ive Found,Delirious,C,       ,,F C/E F C Am G/B C F C/E G/D C                                ,            ,
White Ribbon Day,Delirious,E,       ,,A E A E A E A E A E A E E E A6 B E E A6 B E E A6 B A6 E A E A E A E A E A E A E A6 E A6 E A6 E E E A6 B E E A6 B E E A6 B A6 E A6 E A6 E A6 E                                ,            ,
Years Go By,Delirious,Bm,       ,,E D A F#m E A E D A F#m E A                                ,            ,
Calvarys The Reason Why,Del Way,D,D Em7 D Em7       ,,D A D D7 G A D G D E A D A D D7 G A D G D G D A D A D A D D7 G A D G D E A D A D D7 G A D G D G D A D A D A D D7 G A D G D E A D A D D7 G A D G D G D A D D7                              ,            ,
Amen,Deitrick Haddon,G,G A       ,,G A Bm G Bm A G A Bm Em Bm A Bm G A Bm G Bm A G A Bm Em Bm C G A Bm G Bm A G A Bm Em Bm C G A Bm G Bm A G A Bm Em Bm C A B C#m A C#m B A B C#m F#m C#m D A B C#m A C#m B A B C#m F#m C#m D C#m B A E                             ,G A Bm C#m D Bm A Bm C#m D E F#m G F#m E            ,
Hes Able,Deitrick Haddon,G,       ,,C G Am F C G Am F E Em C#m G E7/G# Am G F C G Am F E Em C#m                                ,C G Am F E Em C#m C G Am F E Em C#m            ,
Hes Able,Deitrick Haddon,C,       ,,C G Am F C G Am F E Em Dbm G E7/Ab Am G F C G Am F E Em Dbm                                ,C G Am F E Em Dbm C G Am F E Em Dbm            ,
It All Belongs To You,Deitrick Haddon,D,       ,,A E B A E B A E B A E B E                               ,D B F C D B F C            ,
Mighty God,Deitrick Haddon,E,       ,, E A E A E A E A A B C#m7 B C#m7 A B D B A B C#m7 A A B D B        E A E A E A E A A B C#m7 B C#m7 A B D B A B C#m7 A A B D B A# C Dm A# A# C D# C B C# D#m B B C# E C#                       ,            ,
We Worship You,Deitrick Haddon,Bm,       ,,                                ,            ,
Bethel Music,Deep Cries Out ,G,G C G/B C       ,G G/B C G G/B C,G G/B C G G/B C G Am7 G/B C                               ,G Am7 G/B C G Am7 G/B C            ,
He Is Yahweh,Dean Salyn,E,       ,,A C#m B E A C#m B E A C#m B E A C#m B                                ,A B A B            ,
Christmas Blues,Dean Martin,D,       ,,                                ,            ,
Our Worlds Collide,Dead by April,Bm,       ,G A Bm G A Bm,G A Bm G A Bm Bm G A Bm Bm G A Bm Bm G A G A Bm Bm G A Bm G D A Bm G Bm A Bm G D A Bm G Bm A G A Bm G A Bm Bm G A Bm Bm G A Bm Bm G A G A Bm Bm G A  Bm G D A Bm G Bm A Bm G D A Bm G Bm A Bm G A Bm Bm G A Bm Bm G A G A Bm Bm G A                         ,            ,
Between You And Me,dc Talk,A,A F#m F G/E F#m C#m B F#m C#m B F#m C#m B Dm F/D Dm F/D A F#m F G/E A F#m F G/E A F#m D F#m C#m B F#m C#m B F#m C#m B Dm F/D Dm F/D A F#m F G/E A F#m F G/E A F#m Dm F G F/A G/B C F G F/A G/B C F G F/A G C Dm F/D Dm F/D G A F#m F G/E A F#m F G/E A F#m F G/E A F#m F G/E       ,,                                ,            ,
Colored People,dc Talk,D,D A G Bm A G Bm A G Bm A G Bm A G Em A D       ,,D A G D A G D A G D A G Bm A G A Bm A G Bm A G Bm A G Em A D Bm Bm Bm G D A G D A G D A G D A G D A G D A G D A G D A G D A G                              ,            ,
Consume Me,dc Talk,Am,Am G D       ,C D Em A C D,C D Em A C D Am Em C G D Am Em C G D Am Em Am Em C D Em A C D Am Em C G D Am Em C G D Am Em C G D Am Em C G D Am Em C G D Am Em C G D Am Em C G D Am Em C G D                            ,C G C D C G C D Am Em C G D            ,
Consume Me,dc Talk,Am,Am G D       ,C D Em A C D,C D Em A C D Am Em C G D Am Em C G D Am Em Am Em C D Em A C D Am Em C G D Am Em C G D Am Em C G D Am Em C G D Am Em C G D Am Em C G D Am Em C G D Am Em C G D                            ,C G C D C G C D Am Em C G D Am Em C G D            ,
Day By Day,dc Talk,E,E D E D E E A F G E A F G       ,,E A E A E A E A C A C A C E E A E A E A E A C A C A C E E A E A E A E A C A C A C E E A E A E A E A E A E A E A E A                              ,G A F E E G A F E E G A F E            ,
Fearless,dc Talk,D,D G Bm A D G Bm E D G Bm A D G Bm E       ,G Bm E D A,G Bm E D A A# G C D A# G C D A# G C D G Bm A D G Bm E G Bm E D A A# G C D A# G C D A# G C D A# G C D A# G C D A# G C D E                            ,G Bm A G Bm E G A            ,
I Wish Wed All Been Ready,dc Talk,C,       ,,                                ,            ,
In The Light,dc Talk,C,C D Em       ,C D Em C D Em C D Em C D Em,C D Em C D Em C D Em C D Em C G D Em C G D C G D Em C D Em C D Em C D Em C D Em C D Em C D Em C G D Em C G D C G D Em C D Em C D Em C D Em C D Em C D Em C D Em  C G D Em C G D C G D Em C D Em C D Em C G D Em C G D C G D Em C D Em C D Em                          ,Am Bm Em C Bm D Am Bm Em C Bm D D            ,
Into Jesus,dc Talk,Em,       ,,Em C G D Em C G D Em C G D Em D                                ,E G A G E G A G            ,
Jesus Freak,dc Talk,E,       ,,E G D A E G D A E G D A E G D A E G D A E G D A E G D A E G D A                               ,            ,
Jesus Freak,dc Talk,E,       ,,E G D A E G D A E G D A E G D A E G D A E G D A E G D A E G D A E G D A E G D A E G D A E G D A                              ,            ,
Like It Love It Need It,dc Talk,E,       ,,F G G# A# F G G# A# F G G# A# F C A# G# F C A# G# G C A# F G# G F# F                              ,G C A# G C A# G C A# G C A# G C A# G C A# G C A# G C A# F G G# A#            ,
My Friend So Long,dc Talk,G,G       ,B G B G C B A G F#,B G B G C B A G F# D B D D B E A D B D D B G F# F                               ,C            ,
My Will,dc Talk,C,       ,,C F G C F C F G C                                ,C F C G C F C G F            ,
Red Letters,dc Talk,C,       ,Eb Gm Cm Fm Eb Dm,Eb Gm Cm Fm Eb Dm C Ab Fm C Ab Fm Eb G Ab Fm C                               ,Gm Ab Fm Gm Gb Gm Ab A Bb           ,
Say The Words Now,dc Talk,Gb,Gb A B Gb7 A E A E B Gbm A Dbm B       ,,A E B Gbm A Dbm B A E B Gbm A Dbm B A Dbm B A E B Gbm A Dbm B A E B Gbm A Dbm B A Dbm B Dbm A/Db Gbm/Db Dbm A E B Gbm A Dbm B A E B Gbm A Dbm B A E B Gbm A Dbm B A E B Gbm A Dbm B                             ,            ,
Since I Met You,dc Talk,A,A D A D A  F# D# A D A D A A D A D A D G     ,,D A D E D A E D A F#m E D E A D A D A A D                               ,            ,
So Help Me God,dc Talk,E,E G A E G D Cm Cm F Cm7 F       ,,Cm A# F Cm A# F Cm A# F Cm A# F Cm Cm A# F Cm A# F Cm A# F Cm A# F Cm A# F Cm A# F Cm A# F Cm A# F Cm F Cm7 F Cm                               ,Cm Dm Dm G A# D# F A# D# F            ,
Wanna Be Loved,dc Talk,A,       ,,E B C#m A A E C#m A B C#m A B C# F# C# D#m B G# B F#                              ,            ,
What Have We Become,dc Talk,Fm,Fm Cm Eb Bb Db Cm Fm       ,,Fm Fm Fm7 Bbm Cm Db Eb Fm Fm Fm Fm7 Fm7 Db Eb E Fm Db Eb E Fm Fm Fm Bbm Bbm/A Bbm/Ab Bbm/G Bbm Bbm/A Bbm/Ab Bbm/G Db Eb Ab Cm Fm Db Eb Ab Cm Db Fm Fm7 Db Eb Fm Fm Fm7 Db Eb Fm                              ,            ,
What If I Stumble,dc Talk,Em,Em D A       ,,D A F# Bm G D A F# Bm G Em Em D A Em D A D A F# Bm G Em D A Em D A Em D A Em D A C G D C G D Em D A Em D A Em D A                              ,C G D C G D            ,
God And Mars Acoustic,Days Away,G,       ,,                                ,            ,
Lift Him Up,David Verly,F,       ,,F Bb F C                                ,F Bb F C F Bb F C            ,
Lift Him Up,David Verly,C,       ,,C F C G                                ,C F C G C F C G            ,
There Is A River,David Sapp,G,       ,, G C G Am7 G C Am7 D Am7 D Am7 D G D7 G C G G/D G Am7 G C Am7 D Am7 D Am7 D G G C G Am7 G C Am7 D Am7 D Am7 D G D7 G C G G/D G Am7 G C Am7 D Am7 D Am7 D G                              ,            ,
Break Dividing Walls,David Ruis,G,       ,,                                ,            ,
Every Move I Make,David Ruis,G,       ,,G Am7 Bm7 C/E D G Am7 Bm7 D7sus G Am7 Bm7 C/E D/F# G Am7 Bm7 Dsus G C                                ,G C D7sus C            ,
His Love,David Ruis,E,       ,,                                ,            ,
Let The Mercies Fall,David Ruis,C,       ,,                                ,            ,
Let Your Glory Fall,David Ruis,G,       ,,G D/G C/E G/D C G/B Dsus D G D/G C/E G/D Am7 Dsus D G                                ,G2/B F C G C/E F C G C/E F C G C/E F C Dsus D            ,
Lily Of The Valley,David Ruis,G,       ,,                                ,            ,
Mercy Is Falling,David Ruis,E,       ,,E A B E C#m B E A B E                                ,            ,
No Other,David Ruis,D,       ,,Em G D                                ,Em Bm Em Bm Em G A D G D A D G D A D G D A D G D A            ,
Not Be Shaken,David Ruis,E,       ,,E E/D# A B E E/D# A B E E/D A B A B A B A B E E C#m A B A B A B A B A B A B A B E E C#m A B E                               ,            ,
Sweet Mercies,David Ruis,C,C C F C F C Gsus G C C F C F C Gsus G C Dm7 C A F Gsus G Dm7 C F Gsus C F G7 C       ,,                                ,            ,
Sweet Wind,David Ruis,D,D D G/D D D G/D D D G/D D D G/D D D G/D D D G/D D D G/D D D G/D A D D G/D D D G G C/G G G C/G G G C/G G G D D G/D D D A A A/G G G C/G G C/G G D D G/D D D G/D D D G/D D D G/D D D G/D D D G/D D D G/D D D G/D D D G G C/G G G C/G G G C/G G G D D G/D D D A A A/G G G C/G G C/G G D D G/D D D G/D D D G/D D D G/D D D G/D D D G/D D D G/D D D G/D D D G G C/G G G C/G G G C/G G G D D G/D D D A A A/G G G C/G G C/G G D D G/D D G/D D D G/D D D G/D D D G D D G/D D D G/D D D G/D D D G/D D G D       ,,                                ,            ,
Téged Áldlak,David Ruis,G,G       ,,G D C Am D G D C Am D G G D C Am D G                                ,            ,
True Love,David Ruis,G,       ,,G G G G Cmaj9 G Am7 C D2/F# G Am7 C D2/F# G                                ,            ,
We Will Dance,David Ruis,D,       ,,                                ,            ,
You're Worthy Of My Praise,David Ruis,E,E B/D# F#m7 E/G# Asus A Bsus B       ,,E B/D# F#m7 A B E B/D# F#m7 A B E D2/E                                ,            ,
Mrs Robinson (Jesus loves you),David Pots,E,E E7 A A7 D G C Am E D7 G Em G Em C D G Em G Em C Am E E E7 A A7 D G G/B Am E D7 G Em G Em C D A G Em G Em C Am E E E7 A A7 D G C G/B Am E D7 G Em G Em C D G Em G Em C Am E     ,,                                ,            ,
The Shift (Live) [feat. Shabach & Restoration Voices],David Oke A.G.S,A,A5 A5 A5 A5 A5 A D F#m G#sus4       ,,A D F#m E A D D/F# E/G# A                                ,D Adim A/E Asus2 Bsus2 Fdim F#m Aaug D Adim A/E A/E Fdim F#m Aaug D Adim A/E A/E E/G# A D C#m Asus2 Bsus2 Fdim F#m D Adim A/E Asus2 Bsus2 Fdim F#m A/E Fdim F#m A/E E/G# A           ,
Forgiven,David Meece,F,       ,,                                ,            ,
One Small Child,David Meece,E,       ,,                                ,            ,
We Are The Reason,David Meece,G,       ,,                                ,            ,
You Can Go,David Meece,Am,Am Em Am Em Am E7 Am Em Am Em7 Am Dm Am E7 Am Am Em Am Em7 Dm Am E7 Am G C G Dm Am G C C G Dm E7 Am G C G Dm Am G C C G E E7 Am Am Em Am Em7 Am Dm Am E7 Am Am Em Am Em7 Dm Am E E7 Am G C G Dm Am G C C G Dm E7 Am G C G Dm Am G C C G E E7 Am G C F C G C G C F C E7 D       ,,                                ,            ,
In Moments Like These,David Graham,D,       ,,G A D D7 G A D D7 G A Bm G D A D                                ,            ,
All Of Me,David Glenn,G,       ,,C2 G D G C2 G D2/F# C2 G D2/F# Em7 Am7 Dsus D                                ,C2 G C2 D C2 G C2 D            ,
Daddys Little Girl,David Glenn,D,D Bm G A D Bm G A D Bm G A D Bm G A D Bm G A D Bm G A D Bm G A D Bm G A D Bm G A D Bm G A D D Bm A G A D Bm G A D Bm G A Bm D G G A D Bm G A D       ,,                                ,            ,
Draw Me Near,David Gate,A,       ,,Asus2 Asus2 C# D D/F# Asus2 Asus2 C# D Esus4 Asus2 Asus2 C# D D/F# Dsus2 G Asus2                                ,            ,
I Wanna Go Back,David Dunn,Eb,Eb Fm Gm Ab       ,Eb Fm Gm Ab,Eb Fm Gm Ab Eb Fm Gm Ab Eb Fm Gm Ab Eb Fm Gm Ab Eb Fm Gm Ab Eb Fm Gm Ab Eb Fm Gm Ab Eb Fm Gm Ab Eb Fm Gm Ab Eb Fm Gm Ab Eb Fm Gm Ab Eb Fm Gm Ab Eb                            ,Eb Fm Gm Ab Eb Fm Gm Ab            ,
A Beatiful Collision,David Crowder Band,F#m,       ,,A E/G# F#m D A E/G# F#m D F#m D                                ,F#m D F#m D            ,
A Beautiful Collision,David Crowder Band,Em,       ,,G D/F# Em C G D/F# Em C Em C                                ,Em C Em C            ,
After All,David Crowder Band,G,G Em Cm7 D7       ,,Em Cm7 G D7 Cm7 Em Cm7 G D7 Em Cm7 G D7 Em Cm7 G D7 Cm7 G Em Cm7 D7                              ,Cm7 G Em D7 Cm7 G Em D7 Cm7 G Em D7 Cm7 G Em D7 Cm7 G D7 Cm7 D7            ,
After All (holy),David Crowder Band,E,       ,,                                ,F# C# A#m G# F# C# A#m G# F# C# A#m G# F# C# A#m G# F# C# F# G#            ,
After All Holy Acoustic,David Crowder Band,G,G Em Cm7 D7       ,,Em Cm7 G D7 Cm7 Em Cm7 G D7 Em Cm7 G D7 Em Cm7 G D7 Cm7 G Em Cm7 D7                              ,Cm7 G Em D7 Cm7 G Em D7 Cm7 G Em D7 Cm7 G Em D7 Cm7 G D7 Cm7 D7            ,
All Around Me,David Crowder Band,Em,       ,,Em G C9 Em G E                                ,            ,
All Creatures Of Our God And King,David Crowder Band,D,       ,,                                ,            ,
All I can say,David Crowder Band,G,       ,,G D/F# Em C2 G D/F# Em C2 G D/F# Em C2 G D/F# Em C2 G D/F# Em C2 G D/F# Em C2 G D/F# Em C2 G D/F# Em C2 G D/F# Em C2 G D/F# Em C2                               ,            ,
All This Glory,David Crowder Band,G,       ,Em G Em G A C G D G G/B,Em G Em G A C G D G G/B Em G Em G C G D G G/B                               ,C G C G C G C D C G/B G G/B Gsus4 G C G G/B C G/B C D C G/B G G/B Gsus4 G Em C Gsus4 G Em C Gsus4 G Em C Gsus4 G C G G/B          ,
Alleluia Sing,David Crowder Band,D,       ,,C G/B C G/B D C G/B C D                                ,            ,
American Io,David Crowder Band,A,A       ,, D F#m D F#m D F#m F#m D D F#m D F#m D F#m F#m D  D F#m D F#m D F#m D F#m D F#m D F#m D F#m D F#m                           ,            ,
B Quiet Interlude,David Crowder Band,G,       ,,                                ,            ,
Because He Live,David Crowder Band,A,       ,,                                ,            ,
Birmingham We Are Safe,David Crowder Band,D,       ,G C,G C C D Em7 D C D Em7 D                               ,C D Em7 D            ,
Can I Lie Here,David Crowder Band,E,       ,,                                ,            ,
Can You Feel It,David Crowder Band,Em,Em G Em G A       ,Em C,Em C Em D A Em D A Em                               ,            ,
Come And Listen,David Crowder Band,F,       ,,F Bb F2/A Dm C F F Bb F2/A Dm C F F Bb F2/A Dm Bb F2/A Bb)                                ,C F F2/A Bb F2/A Bb F2/A Bb F2/A Bb F Bb F2/A Dm C F F Bb F2/A Dm C F            ,
Come Awake,David Crowder Band,C,C D C D G       ,,G D C G D C G D C G D C Em                                ,Em D C D Em D G D C G D C G D C G D C            ,
Come Find Me,David Crowder Band,C,C F C F C F A G B C Dm F C F C A C C Dm F C F C F C  C F C F A G C G C Dm F C F C A C C Dm F C F C F C Dm Dm G G Dm Dm G G C Dm F C F C A C C Dm F C F C F C     ,,                                ,            ,
Cry Mercy,David Crowder Band,Bm,       ,,                                ,            ,
Deliver Me,David Crowder Band,C#m,C#m B A E       ,,C#m E B F#m C#m E B F#m C#m B A E C#m E B F#m C#m E B F#m C#m B A E C#m E B F#m C#m E B F#m C#m B A E                              ,            ,
Eastern Hymn,David Crowder Band,Dm,       ,Bb Am C Bb Am C,Bb Am C Bb Am C F Bb F Bb C F Bb F Bb C                               ,Dm C Bb            ,
Every Move I Make,David Crowder Band,G,       ,,G C D C G C D C                               ,G C C D G C D C G G C D G C D C G G C D C            ,
Everything Glorious,David Crowder Band,E,       ,,D A Gmaj9 D A Gmaj9 D A Gmaj9 D A Gmaj9 D A Gmaj9 D A Gmaj9 D A Gmaj9 D A Gmaj9 D A Gmaj9 D A Gmaj9 D A Gmaj9 D A Gmaj9                              ,Bm Gmaj9 D A Gmaj9 D A Gmaj9            ,
Fall On Your Knees,David Crowder Band,A,A F#m       ,, A F#m7 D A F#m7 D A F#m7 D A A F#m7 D A F#m7 D A A F#m7 D A                             ,D E F#m7 A/C# D E F#m7 A/C# D E F#m7 A/C# D E D E            ,
Foreverandever Etc.,David Crowder Band,G,G C G C G C Em C       ,,                                ,G C Em C            ,
Go Tell It On The Mountain,David Crowder Band,D,D       ,,G2 D D A G2 D D A Bm7                                ,D Bm7 D Bm7 D Bm7 G2 D D Bm7 D Bm7 D Bm7 D Bm7 G2 D D Bm7 G2 D D A G2 D D A Bm7 D Bm7 D Bm7 D Bm7 D Bm7          ,
God Of Wrath,David Crowder Band,Em,       ,,A B F#m E/G# A                                ,A B F#m E/G# A B F#m E/G#            ,
Hands Of Love,David Crowder Band,C,C F       ,,C F Dm C F Dm C                                ,C F Dm C C F Dm C C F Dm G Am F C G           ,
He Is The Love,David Crowder Band,G,       ,,                                ,            ,
He was there,David Crowder Band,E,       ,,A E D E A E D E D A/C# Bm7 A D A/C# Bm7 A                                ,A7 D7 A7 D7 A7 D7 A7 D7            ,
Heaven came down,David Crowder Band,Em,       ,, E D D Em C D Em E E E E G D/F# E D C G/B D D Em C Em E D D G D/F# Em C E D D Em C D Em E E E E G D/F# E D C G/B D D Em C D Em E D D G D/F# Em C E D D E E E E G D/F# E D C G/B D D E C D Em E D D G D/F# Em C G D/F#                             ,            ,
Here Is Our Kind,David Crowder Band,Am,Am Dm G C E C Dm7 G6 C E C Dm7 G6 C G Dm Am E Am Am Dm Am Dm E       ,,Am Dm G C E Am Dm G Am                                ,            ,
Here is Our King,David Crowder Band,C,       ,,                                ,            ,
How Great,David Crowder Band,D,D F E E D/F# G D/F# Bm G E E F G E E D/F# G D/F# Bm G E E D/F# G D/F# Bm Bm E D E D A Bm       ,,E A Bm G A Bm G E A Bm G A Bm G E D A Bm G A Bm E Bm G A Bm G A Bm G A Bm G A Bm D/F# A D/F# A D/F# A D/F# A D/F# G G A Bm G A Bm                              ,            ,
How He Loves,David Crowder Band,C,       ,C Am7 G Fmaj7 C Am7 G Fmaj7,C Am7 G Fmaj7 C Am7 G Fmaj7 C Am7 G Fmaj7 C Am7 G Fmaj7 C Am7 G Fmaj7 C Am7 G Fmaj7                              ,            ,
Hungry,David Crowder Band,E,       ,,C Fmaj7 C Fmaj7 C Fmaj7 C                                ,            ,
I Am A Seed,David Crowder Band,C,C Csus4 C C Csus4 G C Csus4 C G C       ,,                                ,            ,
I Lift My Eyes,David Crowder Band,B,       ,,                                ,            ,
I need words,David Crowder Band,E,       ,,E/G# A A/C# E/G# A A/C# B A A/C# B/D# A A/C# B/D# A A/C# B/D# A A/C# B/D# E                                ,            ,
I Saw The Light,David Crowder Band,G,       ,,G C G G G D G                                ,G C G G            ,
I Saw The Light,David Crowder Band,G,       ,,G C G G G D G G C G G G D G G C G G G D G G C G G G D G                             ,G C G G            ,
I Saw The Light,David Crowder Band,G,       ,,G C G G G D G                                ,            ,
I Saw The Light Ill Fly Away Hoedown,David Crowder Band,G,       ,,G G7 C G G C G D7 G G C G G D7 G G G7 C G G C G D7 G G C G G                               ,            ,
I'm Trying To Make You Sing,David Crowder Band,E,E E7 F#m E       ,,                                ,            ,
Intoxicating,David Crowder Band,B,       ,,B E B/D# E B E B/D# E G#m A G#m A G#m A G#m G F# B G#m A G#m A G#m A G#m G F# F E E                             ,B E B/D# E B E B/D# E            ,
Joy To The World,David Crowder Band,A,       ,,A/D E/G# A/D Esus F#m7 E/G# A A/D A2                                ,            ,
Leaning on the Everlasting Arms,David Crowder Band,G,       ,,                                ,            ,
Let Me Feel You Shine,David Crowder Band,A,       ,A Bm7 Dsus2 A Bm7 D,A Bm7 Dsus2 A Bm7 D A Bm7 Dsus2 A Bm7 Dsus2 A Bm7 Dsus2 A Bm7 Dsus2 A Bm7 Dsus2 A Bm7 Dsus2                               ,Bm7 Dsus2 A Bm7 Bm7 Dsus2 A Bm7 A Bm7 Dsus2 A Bm7 Dsus2            ,
Lift Your Head Weary Sinner,David Crowder Band,Em,Em C D Em       ,,Em C D Em                                ,C D Em C D Em            ,
Like A Lion,David Crowder Band,G#m,G#m F# B B       ,F# G#m F# C#m F# G#m,F# G#m F# C#m F# G#m F# G#m F# C#m B F# G#m C#m                              ,            ,
Make A Joyful Noise I Will Not Be Silent,David Crowder Band,D,D A Bm7 G2 D       ,,F F/E Dm A# F C) D)                                ,A# F/A A# F/A C A# F/A A# F/A C A# F/A A# Gsus  F C/E Dm A# F F C/E Dm A# F F C/E Dm A#          ,
Make A Joyful Noise/ I Will Not Be Silent,David Crowder Band,Bm,       ,,C G/B C G/B D C G/B C G/B D C G D Em C G D Em C G                               ,G D Em C G D Em C G D Em C            ,
My Beloved,David Crowder Band,G,       ,G C G C G D C G C G C G D G C G C Am D G C G,G C G C G D C G C G C G D G C G C Am D G C G C G C G C Em D G C G                               ,            ,
My hope,David Crowder Band,G,       ,,G C G C G C D                                ,C G/B C G/B D            ,
Never Let Go,David Crowder Band,E,E A2 E A2       ,C#m7 A2 E B A2,C#m7 A2 E B A2 E A2 E A2 E A2 E A2                               ,C#m7 A2 E A2 E A2 E A2 E C#m7 A2 E A2 C#m7 A2 E B A2 E B A2 B E B A2 E           ,
Neverending,David Crowder Band,E,E B A B       ,,C# B G# C# B G# B E B A B E B A B                               ,E B A B            ,
